Workflow Name,Block Type,Block Name,Block Duration,Block Assignees,Block Logic Name,Block Logic Condition,Form Name,Form Section,Form Section Logic Name,Form Section Logic Condition,Question Type,Question ID,Question Title,Question Description,Question Logic Name,Question Logic Condition,Question Core Data
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Checkbox,MainAssessmentQ26,Which Servicing - Mitigation function is connected to the third party service?,Please select ALL of the following options that apply:To understand which function your services fall into check the wiki page. [Link](https://transferwise.atlassian.net/wiki/spaces/~63c96dcbe28ec74364cca0ab/pages/3125809874/Aggregated+Functions+Functions+in+Wise),,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""CONTAINS"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ1"",""questionType"":""checkbox""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Servicing - Mitigation""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Checkbox,MainAssessmentQ27,Which Wise Platform function is connected to the third party service?,Please select ALL of the following options that apply:To understand which function your services fall into check the wiki page. [Link](https://transferwise.atlassian.net/wiki/spaces/~63c96dcbe28ec74364cca0ab/pages/3125809874/Aggregated+Functions+Functions+in+Wise),,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""CONTAINS"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ1"",""questionType"":""checkbox""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Wise Platform""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Checkbox,MainAssessmentQ28,Which Wise Transfer - Onboarding function is connected to the third party service?,Please select ALL of the following options that apply:To understand which function your services fall into check the wiki page. [Link](https://transferwise.atlassian.net/wiki/spaces/~63c96dcbe28ec74364cca0ab/pages/3125809874/Aggregated+Functions+Functions+in+Wise),,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""CONTAINS"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ1"",""questionType"":""checkbox""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Wise Transfer - Onboarding""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Checkbox,MainAssessmentQ29,Which Wise Transfer - Payin function is connected to the third party service?,Please select ALL of the following options that apply:To understand which function your services fall into check the wiki page. [Link](https://transferwise.atlassian.net/wiki/spaces/~63c96dcbe28ec74364cca0ab/pages/3125809874/Aggregated+Functions+Functions+in+Wise),,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""CONTAINS"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ1"",""questionType"":""checkbox""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Wise Transfer - Payin""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Checkbox,MainAssessmentQ30,Which Wise Transfer - Send function is connected to the third party service?,Please select ALL of the following options that apply:To understand which function your services fall into check the wiki page. [Link](https://transferwise.atlassian.net/wiki/spaces/~63c96dcbe28ec74364cca0ab/pages/3125809874/Aggregated+Functions+Functions+in+Wise),,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""CONTAINS"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ1"",""questionType"":""checkbox""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Wise Transfer - Send""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Radio group,MainAssessmentQ33,Is this service related to the Safeguarding of customer funds?,Please indicate whether this third party is responsible for safeguarding Wise customer under specific arrangements (defined by the local regulation and/or Wise’s policies) ensuring they're kept separate from Wise's internal funds.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Radio group,MainAssessmentQ34,Do you consider using any  results outputs or data shared by the third party for (i) internal purpose within Wise and/or (ii) for development or improvement of internal tools or other Wise's products?,Please state if the data will be used for developing Wise's products or services. This includes the data being used for machine learning/AI models.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Radio group,MainAssessmentQ36,Is this third party a part of the Wise Group?,Is this third party part of our business Group or owned by Wise?,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,dropdown,buyerLegalEntity,Which Wise Entity is the contracting party?,,,,subsidiaries
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Country,MainAssessmentQ40,Please provide a list of countries from where the third party will actively perform the contracted services.,If a vendor has development teams in India and support staff in the Philippines list both countriesPlease review the [Country Risk Assessment](https://transferwise.atlassian.net/wiki/spaces/OCFKB/pages/3793259167/Country+Risk+Assessment) and ensure the services are not performed in prohibited countries.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,Admin,,,Long text,thirdPartyMainAssessment-MainAssessmentSection1-question-66,Please include the specific cities where the services will be performed.,,,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,InfoSec and Privacy,,,Radio group,MainAssessmentQ41,What is the highest classification of data the third party will be processing or performing transactions on?,"Please provide a detailed description of the data being shared in the notes.If the third party supplies only contingent workers who exclusively use Wise laptops and systems you may select ""No Data Shared.""For further guidance please refer to the Information Classification instructions available at: [Group Standard - Information Classification](https://transferwise.atlassian.net/wiki/spaces/SEC/pages/2685371380/Group+Instruction+-+Information+Classification)",,,
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,InfoSec and Privacy,,,Long text,MainAssessmentAdditionalQ41,Please provide more detail of the data shared?,,,"{""key"":0,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ41"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Confidential""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ41"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Internal""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ41"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Secret""}},{""key"":3,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ41"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Public""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Third Party),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV03-page-5-question-3"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Yes, there is potential conflict of interest""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",form-template-Third Party Main Assessment V4.1,InfoSec and Privacy,,,Radio group,MainAssessmentQ42,Will the third party Process or perform transactions on Personal Data or other types of non-public Wise data?,Processing is a broad term that encompasses various activities whether done manually or through automation highlighting the need for careful data management at every step.Please see a full explanation of Processing here. [Link](https://transferwise.atlassian.net/wiki/spaces/PKS/pages/3674715436/What+is+processing)Personal data is any information relating to an identified or identifiable person.Please see a full explanation of [Personal Data here](https://transferwise.atlassian.net/wiki/spaces/PKS/pages/3495500098/What+is+Personal+Data). Includes explanation of Special Category Data (SCD) also known as sensitive data.,,"{""key"":0,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ41"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Secret""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ41"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Confidential""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""MainAssessmentQ41"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Internal""}}]}",
